id,pert,gene,label
Taf5l_Gapdh,Taf5l,Gapdh,down
Nckap1l_Chka,Nckap1l,Chka,none
Trrap_Sec11c,Trrap,Sec11c,none
Fth1_Gpr84,Fth1,Gpr84,none
Junb_AA467197,Junb,AA467197,down
Rbbp6_Cd72,Rbbp6,Cd72,none
Nprl2_Kdm6b,Nprl2,Kdm6b,down
Atp6v1a_Alcam,Atp6v1a,Alcam,up
Prpf6_Nol8,Prpf6,Nol8,up
Plrg1_Anxa3,Plrg1,Anxa3,none
Ss18_Sec31a,Ss18,Sec31a,none
Atxn7l3_Denr,Atxn7l3,Denr,up
Tbc1d10b_Gpnmb,Tbc1d10b,Gpnmb,up
Stk11_Ctsf,Stk11,Ctsf,none
Prpf40a_Spats2,Prpf40a,Spats2,none
Orc4_Oasl1,Orc4,Oasl1,down
Cog8_Fam162a,Cog8,Fam162a,none
Ctdspl2_Arl5c,Ctdspl2,Arl5c,down
Pfdn6_Lmna,Pfdn6,Lmna,none
Mau2_Fcgr4,Mau2,Fcgr4,none
Cwc15_Akr1a1,Cwc15,Akr1a1,none
Ric1_Slc48a1,Ric1,Slc48a1,none
Rpl35_Cpe,Rpl35,Cpe,none
Jak1_Gbp3,Jak1,Gbp3,down
Ikbkb_Clec4e,Ikbkb,Clec4e,down
Prpf19_Ahnak,Prpf19,Ahnak,up
Cd14_Creg1,Cd14,Creg1,none
Nolc1_Tax1bp1,Nolc1,Tax1bp1,none
Dda1_Actb,Dda1,Actb,none
Csnk1a1_Gpnmb,Csnk1a1,Gpnmb,up
Zfp36_Hsp90b1,Zfp36,Hsp90b1,none
Mcm4_Cd9,Mcm4,Cd9,none
Myd88_Cacna1d,Myd88,Cacna1d,none
Sart3_Dhrs11,Sart3,Dhrs11,none
Toe1_Exoc3,Toe1,Exoc3,none
Jak1_Erich1,Jak1,Erich1,none
Ppp6c_Ctsl,Ppp6c,Ctsl,up
Nop16_Fap,Nop16,Fap,none
Mapk14_Clec4d,Mapk14,Clec4d,down
Mta2_Lgals3,Mta2,Lgals3,none
Elavl1_Litaf,Elavl1,Litaf,down
Rela_Depdc1a,Rela,Depdc1a,none
Lamtor2_Lgals3,Lamtor2,Lgals3,up
Adnp_Sp3,Adnp,Sp3,none
Derl2_Manf,Derl2,Manf,up
Nolc1_Gpr84,Nolc1,Gpr84,down
Pfdn6_Gm11613,Pfdn6,Gm11613,up
Nol10_Gbp8,Nol10,Gbp8,up
Cmtr1_Cd164,Cmtr1,Cd164,none
Cmtr1_Creg1,Cmtr1,Creg1,none
Gspt1_Gtpbp2,Gspt1,Gtpbp2,up
Spop_Serpinb6b,Spop,Serpinb6b,up
Mbtps2_Manf,Mbtps2,Manf,down
Cog5_Polr2g,Cog5,Polr2g,down
Ints1_Ms4a4c,Ints1,Ms4a4c,down
Fermt3_Ecpas,Fermt3,Ecpas,none
Fli1_Ctsl,Fli1,Ctsl,up
Tnfrsf1a_Rsad2,Tnfrsf1a,Rsad2,none
Tbk1_Mt1,Tbk1,Mt1,up
Ap3b1_Tubb6,Ap3b1,Tubb6,none
Mideas_Selenop,Mideas,Selenop,none
Tut1_S100a6,Tut1,S100a6,up
Actr10_Gpnmb,Actr10,Gpnmb,up
Gpn2_Acod1,Gpn2,Acod1,down
Ndc80_Icam1,Ndc80,Icam1,none
Nelfa_Ftl1,Nelfa,Ftl1,up
Pias1_Odc1,Pias1,Odc1,down
Sec63_Hsp90b1,Sec63,Hsp90b1,up
Cdc42_Rabac1,Cdc42,Rabac1,none
Cct3_Sec11c,Cct3,Sec11c,none
Dync1i2_Etv3,Dync1i2,Etv3,up
Nol10_Npy,Nol10,Npy,none
Srsf10_Folr2,Srsf10,Folr2,down
Junb_Cd36,Junb,Cd36,none
Rbm15_Tgtp2,Rbm15,Tgtp2,down
Prpf6_Mtf2,Prpf6,Mtf2,up
Gspt1_Naglu,Gspt1,Naglu,none
Hsp90ab1_Ms4a4c,Hsp90ab1,Ms4a4c,none
Traf6_Il1a,Traf6,Il1a,down
Scap_Heatr9,Scap,Heatr9,none
Tcp1_Mmp9,Tcp1,Mmp9,up
Rps19_Iqgap2,Rps19,Iqgap2,up
Mbtps2_Ppfibp2,Mbtps2,Ppfibp2,none
Rragc_Vat1,Rragc,Vat1,up
Dhx15_Ftl1-ps1,Dhx15,Ftl1-ps1,up
Klf6_Uchl1,Klf6,Uchl1,down
Strap_St3gal5,Strap,St3gal5,down
Cmtr1_Il15,Cmtr1,Il15,up
Hyou1_Gpr84,Hyou1,Gpr84,none
Trappc8_Sec31a,Trappc8,Sec31a,up
Spop_Top2a,Spop,Top2a,none
Fli1_Gm47484,Fli1,Gm47484,none
Nolc1_Gbp8,Nolc1,Gbp8,up
Tbk1_Sqstm1,Tbk1,Sqstm1,none
Igbp1_Mtdh,Igbp1,Mtdh,none
Jak1_Mthfd2,Jak1,Mthfd2,none
Yy1_BC051226,Yy1,BC051226,up
Gtf2a2_Acod1,Gtf2a2,Acod1,down
Rps5_Mllt11,Rps5,Mllt11,none
Mapk14_Lrrc25,Mapk14,Lrrc25,none
Rbm14_Saa3,Rbm14,Saa3,down
Mau2_Spint2,Mau2,Spint2,none
Prpf6_Ociad2,Prpf6,Ociad2,none
Nckap1l_Mmp14,Nckap1l,Mmp14,down
Igbp1_Spryd7,Igbp1,Spryd7,up
Prpf40a_Crip1,Prpf40a,Crip1,none
Nelfb_Ftl1-ps1,Nelfb,Ftl1-ps1,up
Rela_Rab34,Rela,Rab34,none
Ptpa_Ccnd1,Ptpa,Ccnd1,up
Toe1_Ms4a4c,Toe1,Ms4a4c,down
Tut1_Trmt2a,Tut1,Trmt2a,none
Pdcd10_Oasl1,Pdcd10,Oasl1,none
Bloc1s1_Cd36,Bloc1s1,Cd36,none
Nkap_Fos,Nkap,Fos,up
Sel1l_Saa3,Sel1l,Saa3,none
Yrdc_Cyb5r1,Yrdc,Cyb5r1,up
Rpl4_Ctsl,Rpl4,Ctsl,none
Ppp6c_Ube4b,Ppp6c,Ube4b,none
Kdsr_Hspa1a,Kdsr,Hspa1a,up
Ccdc22_Hsp90b1,Ccdc22,Hsp90b1,none
Ylpm1_Fxyd2,Ylpm1,Fxyd2,up
Dcaf13_Vat1,Dcaf13,Vat1,none
Mtor_Tubb6,Mtor,Tubb6,none
Rhoa_Ctsl,Rhoa,Ctsl,down
Toe1_Cxcl2,Toe1,Cxcl2,none
Ddx5_Taldo1,Ddx5,Taldo1,none
Ticam2_1110038B12Rik,Ticam2,1110038B12Rik,none
Ctdnep1_Prrg2,Ctdnep1,Prrg2,none
Wdr5_Brd2,Wdr5,Brd2,up
Pten_Csf3r,Pten,Csf3r,down
Cdkn1a_Alas1,Cdkn1a,Alas1,none
Rps19_Cxcl10,Rps19,Cxcl10,none
Meaf6_Lztfl1,Meaf6,Lztfl1,down
Stag2_Igsf6,Stag2,Igsf6,none
Pten_Trim30c,Pten,Trim30c,none
Rcl1_Ifit2,Rcl1,Ifit2,none
Rbbp6_Hsp90b1,Rbbp6,Hsp90b1,none
Wnk1_Il7r,Wnk1,Il7r,none
Uxt_Npy,Uxt,Npy,none
Ptpn2_Cxcl9,Ptpn2,Cxcl9,up
Oxsr1_H2-M2,Oxsr1,H2-M2,none
Cog5_Etnk1,Cog5,Etnk1,none
Acin1_Fgl2,Acin1,Fgl2,down
Snrnp70_Cd59b,Snrnp70,Cd59b,none
Snapc3_H4c9,Snapc3,H4c9,up
Traf6_Reep3,Traf6,Reep3,none
Mau2_Creg1,Mau2,Creg1,up
Nol10_Cxcl14,Nol10,Cxcl14,none
Jtb_Il15,Jtb,Il15,none
Uxt_Xlr,Uxt,Xlr,none
Cop1_Dach1,Cop1,Dach1,up
Rpl10_Lipa,Rpl10,Lipa,none
Tlr4_Mtdh,Tlr4,Mtdh,down
Atp6v1e1_1700007L15Rik,Atp6v1e1,1700007L15Rik,none
Ap3b1_Pdia3,Ap3b1,Pdia3,none
Ddost_C1qb,Ddost,C1qb,none
Cog5_Gsta3,Cog5,Gsta3,none
Cct2_Maf,Cct2,Maf,up
Xpo1_Gbf1,Xpo1,Gbf1,none
Dcaf7_Itgal,Dcaf7,Itgal,up
Acin1_H2-M2,Acin1,H2-M2,none
Taf5l_Cd69,Taf5l,Cd69,none
Cd14_Fcgr2b,Cd14,Fcgr2b,none
Hsp90ab1_Rsad2,Hsp90ab1,Rsad2,up
Rbm14_B4galt5,Rbm14,B4galt5,up
Cbll1_Adra1a,Cbll1,Adra1a,down
Pten_Fcgr2b,Pten,Fcgr2b,down
Dpm1_Hsp90b1,Dpm1,Hsp90b1,up
Med29_Snhg3,Med29,Snhg3,none
Alg2_Ddit3,Alg2,Ddit3,up
Nob1_Cd36,Nob1,Cd36,up
Acin1_Slamf9,Acin1,Slamf9,down
Cdkn1a_Top2a,Cdkn1a,Top2a,up
Pfdn6_Pilrb2,Pfdn6,Pilrb2,none
Bloc1s1_Creg1,Bloc1s1,Creg1,up
Mafb_Cd302,Mafb,Cd302,up
Usp39_Ndufa4,Usp39,Ndufa4,up
Atg101_Pira2,Atg101,Pira2,none
Rbm15_Fam111a,Rbm15,Fam111a,none
Rela_Brd2,Rela,Brd2,none
Vps41_Prdx1,Vps41,Prdx1,up
Atg101_Il7r,Atg101,Il7r,none
Mideas_Gm5134,Mideas,Gm5134,none
Myd88_Serp1,Myd88,Serp1,down
Prpf6_Chst11,Prpf6,Chst11,none
Derl2_Cmpk2,Derl2,Cmpk2,none
Kdsr_Csrp1,Kdsr,Csrp1,none
Mau2_Cxcl2,Mau2,Cxcl2,none
Rcl1_H2az1,Rcl1,H2az1,down
Polr1f_Mid1,Polr1f,Mid1,none
Rrp1_Pcp4l1,Rrp1,Pcp4l1,none
Ctdnep1_Ms4a4c,Ctdnep1,Ms4a4c,none
Elavl1_Slfn1,Elavl1,Slfn1,up
Ikbkb_Sqstm1,Ikbkb,Sqstm1,none
Ddx5_Pcdh7,Ddx5,Pcdh7,up
Acin1_Ms4a6b,Acin1,Ms4a6b,down
Ap3b1_Nr1h3,Ap3b1,Nr1h3,none
Usp39_Ifih1,Usp39,Ifih1,none
Atp6v1e1_Selenow,Atp6v1e1,Selenow,down
Tcp1_Maf,Tcp1,Maf,up
Dhx15_Usp37,Dhx15,Usp37,none
Ddost_Manf,Ddost,Manf,up
Vps41_Lgals3,Vps41,Lgals3,up
Mapk14_Akr1a1,Mapk14,Akr1a1,down
Mcm4_Anxa2,Mcm4,Anxa2,none
Tcp1_Rnf213,Tcp1,Rnf213,none
Tnfaip3_Flrt3,Tnfaip3,Flrt3,none
Rpl4_Ifitm2,Rpl4,Ifitm2,none
Trrap_Actb,Trrap,Actb,down
Dcaf13_Nampt,Dcaf13,Nampt,up
Jak1_H2-T22,Jak1,H2-T22,down
Nprl2_Uchl1,Nprl2,Uchl1,none
Setd2_Gde1,Setd2,Gde1,none
Cpsf4_Ccdc62,Cpsf4,Ccdc62,up
Rela_Trim30c,Rela,Trim30c,none
Srsf7_Smox,Srsf7,Smox,up
Wdr70_Gramd1b,Wdr70,Gramd1b,none
Acin1_C3,Acin1,C3,down
Msto1_Tuba1c,Msto1,Tuba1c,up
Atxn7l3_Hif1a,Atxn7l3,Hif1a,down
Nolc1_Sqstm1,Nolc1,Sqstm1,none
Cog5_Rnf128,Cog5,Rnf128,none
Dcaf13_Calr,Dcaf13,Calr,down
Hyou1_Cd69,Hyou1,Cd69,none
Yrdc_Alox5ap,Yrdc,Alox5ap,down
Brd2_Fbxo11,Brd2,Fbxo11,none
Nkap_Cmpk2,Nkap,Cmpk2,up
Mafb_Mrgpre,Mafb,Mrgpre,none
Snrnp70_Ccl2,Snrnp70,Ccl2,up
Pik3r4_Agtrap,Pik3r4,Agtrap,none
Sephs1_Cdk20,Sephs1,Cdk20,none
Bloc1s1_Dcun1d3,Bloc1s1,Dcun1d3,none
Tlr4_Nceh1,Tlr4,Nceh1,up
Tnpo3_Prdx1,Tnpo3,Prdx1,up
Il10ra_Socs3,Il10ra,Socs3,down
Wdr3_Cd36,Wdr3,Cd36,up
Trrap_Fads6,Trrap,Fads6,none
Tut1_Lmna,Tut1,Lmna,up
Hars_Hspa5,Hars,Hspa5,none
Cog5_Traf1,Cog5,Traf1,none
Ap3b1_Ifit3b,Ap3b1,Ifit3b,none
Cmtr1_Syngr1,Cmtr1,Syngr1,none
Wdr5_Vcl,Wdr5,Vcl,up
Dda1_Gm5150,Dda1,Gm5150,down
Gtf2a2_Cd69,Gtf2a2,Cd69,up
Dhx15_Ranbp2,Dhx15,Ranbp2,none
Atxn7l3_Fubp1,Atxn7l3,Fubp1,none
Sel1l_H2-Q7,Sel1l,H2-Q7,up
Il10rb_Sgo1,Il10rb,Sgo1,none
Junb_Rfc3,Junb,Rfc3,none
Ptpa_Ftl1,Ptpa,Ftl1,none
Cop1_Pf4,Cop1,Pf4,down
Nob1_Cd72,Nob1,Cd72,none
Il10rb_Tax1bp1,Il10rb,Tax1bp1,down
Tyk2_Cxcl14,Tyk2,Cxcl14,none
Rpl35_Thoc2l,Rpl35,Thoc2l,none
Spout1_Gusb,Spout1,Gusb,none
Fermt3_Adra1a,Fermt3,Adra1a,none
Nprl2_Cd9,Nprl2,Cd9,none
Rbm15_Mir22hg,Rbm15,Mir22hg,none
Uxt_Evi2b,Uxt,Evi2b,none
Atg101_Cmpk2,Atg101,Cmpk2,up
Setd2_Tent5a,Setd2,Tent5a,none
Jak1_Ifit3,Jak1,Ifit3,down
Dpm3_Il1rn,Dpm3,Il1rn,none
Dpy30_Akr1a1,Dpy30,Akr1a1,none
Msto1_Prdx1,Msto1,Prdx1,none
Sptssa_Gpnmb,Sptssa,Gpnmb,none
Wdr3_H3f3b,Wdr3,H3f3b,none
Ticam2_Anxa3,Ticam2,Anxa3,up
Atp6v1b2_Ccl9,Atp6v1b2,Ccl9,down
Cop1_AA467197,Cop1,AA467197,up
Atg101_Il15,Atg101,Il15,up
Atxn7l3_Trem2,Atxn7l3,Trem2,none
Ikbkb_Adam8,Ikbkb,Adam8,up
Runx1_Card19,Runx1,Card19,none
Dad1_Creld2,Dad1,Creld2,up
Rhoa_Cyb5r1,Rhoa,Cyb5r1,none
Nelfb_Cd36,Nelfb,Cd36,up
Uvrag_Cd200,Uvrag,Cd200,up
Runx1_Tmem178,Runx1,Tmem178,up
Gpn2_Anxa3,Gpn2,Anxa3,none
Usp39_Zfand4,Usp39,Zfand4,none
Atxn7l3_Chaf1a,Atxn7l3,Chaf1a,none
Mbtps2_Mmp12,Mbtps2,Mmp12,up
Jtb_Cxcl3,Jtb,Cxcl3,up
Cdc123_H2-Q7,Cdc123,H2-Q7,up
Klf6_Cd36,Klf6,Cd36,up
Rps5_Tmem176b,Rps5,Tmem176b,none
Atp6v1e1_Lingo2,Atp6v1e1,Lingo2,none
Cct7_Gapdh,Cct7,Gapdh,down
Cwc15_Irf1,Cwc15,Irf1,up
Cog8_Hmox1,Cog8,Hmox1,none
Uvrag_Ccrl2,Uvrag,Ccrl2,none
Rragc_Sat1,Rragc,Sat1,none
Rb1cc1_Ccnd1,Rb1cc1,Ccnd1,none
Atxn7l3_Rnd1,Atxn7l3,Rnd1,none
Vps39_Ak7,Vps39,Ak7,none
Rragc_Tnfrsf21,Rragc,Tnfrsf21,none
Pten_Rdx,Pten,Rdx,none
Ndc80_Macir,Ndc80,Macir,up
Ikbkb_Macir,Ikbkb,Macir,none
Atp6v1b2_Sqstm1,Atp6v1b2,Sqstm1,up
Cnot2_Gm20703,Cnot2,Gm20703,up
Snrnp70_Rabac1,Snrnp70,Rabac1,none
Toe1_Lipa,Toe1,Lipa,none
Ppp6c_Lgals3,Ppp6c,Lgals3,up
Dhx15_Aldh1l1,Dhx15,Aldh1l1,none
Nop16_Cd72,Nop16,Cd72,none
Orc4_Eif4a2,Orc4,Eif4a2,up
Myd88_Psma6,Myd88,Psma6,down
Vps33a_Ccrl2,Vps33a,Ccrl2,none
Wdr5_1110038B12Rik,Wdr5,1110038B12Rik,up
Rpl10_1700010K24Rik,Rpl10,1700010K24Rik,none
Cdc123_Sqstm1,Cdc123,Sqstm1,up
Dhx15_Akr1a1,Dhx15,Akr1a1,up
Wdr3_Sqstm1,Wdr3,Sqstm1,none
Hyou1_Ifi47,Hyou1,Ifi47,none
Alg2_Mcm4,Alg2,Mcm4,none
Dpm1_Calr,Dpm1,Calr,up
Dda1_Dgkd,Dda1,Dgkd,up
Ctdspl2_1110038B12Rik,Ctdspl2,1110038B12Rik,none
Cct2_Gm45822,Cct2,Gm45822,none
Mbd2_Mmp12,Mbd2,Mmp12,none
Ddost_Calr,Ddost,Calr,up
Ddx5_Fbxo36,Ddx5,Fbxo36,none
Mau2_Tbccd1,Mau2,Tbccd1,none
Rbbp6_Glipr1,Rbbp6,Glipr1,up
Gspt1_C3,Gspt1,C3,none
Cul3_Cd36,Cul3,Cd36,up
Cul3_Rap2a,Cul3,Rap2a,none
Rela_Prdx5,Rela,Prdx5,down
Chmp3_Rsad2,Chmp3,Rsad2,up
Scap_Rsad2,Scap,Rsad2,none
Gins3_Lmna,Gins3,Lmna,up
Strap_Sp3,Strap,Sp3,none
Polr1f_Cmpk2,Polr1f,Cmpk2,up
Nelfcd_Selenow,Nelfcd,Selenow,down
Tut1_Igtp,Tut1,Igtp,none
Snx13_Sap30,Snx13,Sap30,none
Fli1_Syngr1,Fli1,Syngr1,none
Setd2_Lhfpl2,Setd2,Lhfpl2,none
Gosr2_Idnk,Gosr2,Idnk,none
Wdr3_Ifit2,Wdr3,Ifit2,none
Sptlc1_Ms4a4c,Sptlc1,Ms4a4c,none
Kdsr_H2-Q7,Kdsr,H2-Q7,none
Nelfb_Hsp90ab1,Nelfb,Hsp90ab1,down
Mcm4_Cotl1,Mcm4,Cotl1,none
Prpf40a_Syngr1,Prpf40a,Syngr1,up
Snx14_Vat1,Snx14,Vat1,up
Csnk1a1_Ctc1,Csnk1a1,Ctc1,none
Tgif1_B4galt5,Tgif1,B4galt5,none
Ddx5_Gpnmb,Ddx5,Gpnmb,none
Cct3_Slc44a5,Cct3,Slc44a5,none
Yrdc_Stk39,Yrdc,Stk39,none
Vps39_Lgals3,Vps39,Lgals3,up
Orc4_Prkn,Orc4,Prkn,none
Cnot2_Acod1,Cnot2,Acod1,none
Stag2_Selplg,Stag2,Selplg,none
Wnk1_Lipa,Wnk1,Lipa,none
Ehmt2_Tbc1d9,Ehmt2,Tbc1d9,up
Dhx15_Id3,Dhx15,Id3,none
Ube4b_Folr2,Ube4b,Folr2,up
Atp6v1e1_Pdia3,Atp6v1e1,Pdia3,none
Rab7_Cxcl10,Rab7,Cxcl10,up
Pik3c3_Mmp12,Pik3c3,Mmp12,up
Toe1_Syngr1,Toe1,Syngr1,up
Tgif1_Nol8,Tgif1,Nol8,none
Plrg1_Lmna,Plrg1,Lmna,up
Msto1_Cxcl14,Msto1,Cxcl14,up
Tgif1_Selplg,Tgif1,Selplg,up
Nop16_Enpp4,Nop16,Enpp4,up
Il10ra_Gm47204,Il10ra,Gm47204,none
Snx13_Syngr1,Snx13,Syngr1,up
Trrap_Pnp,Trrap,Pnp,down
Rhoa_Adgre5,Rhoa,Adgre5,up
Zfp710_Stk39,Zfp710,Stk39,up
Nolc1_Cd69,Nolc1,Cd69,up
Ddx5_Ifitm6,Ddx5,Ifitm6,up
Adnp_Alox5ap,Adnp,Alox5ap,down
Cog3_Cxcl2,Cog3,Cxcl2,up
Cdc42_Hif1a,Cdc42,Hif1a,none
Chmp3_Cd69,Chmp3,Cd69,up
Cd14_Acod1,Cd14,Acod1,none
Snapc3_Gm29340,Snapc3,Gm29340,up
Rbbp6_Ptafr,Rbbp6,Ptafr,none
Ehmt2_Zbtb4,Ehmt2,Zbtb4,none
Vps39_Creg1,Vps39,Creg1,up
Med25_Rwdd4a,Med25,Rwdd4a,none
Gosr2_Tbrg1,Gosr2,Tbrg1,none
Elavl1_Igf1,Elavl1,Igf1,down
Snrnp70_Stmn1,Snrnp70,Stmn1,none
Ylpm1_Uggt2,Ylpm1,Uggt2,none
Rpl35_Rilpl1,Rpl35,Rilpl1,up
Tbk1_Cd36,Tbk1,Cd36,none
Plrg1_Utrn,Plrg1,Utrn,up
Trem2_Alcam,Trem2,Alcam,none
Psmd4_Folr2,Psmd4,Folr2,none
Slc33a1_Igsf6,Slc33a1,Igsf6,none
Wdr70_Ncoa4,Wdr70,Ncoa4,none
Cbll1_Cd68,Cbll1,Cd68,none
Il10rb_Hsp90b1,Il10rb,Hsp90b1,none
Ehmt2_Prdx1,Ehmt2,Prdx1,none
Virma_Six1,Virma,Six1,none
Gspt1_Trib3,Gspt1,Trib3,up
Sephs1_Spsb2,Sephs1,Spsb2,down
Wtap_Crip1,Wtap,Crip1,none
Tcp1_Slamf9,Tcp1,Slamf9,none
Ptpn11_Slc25a13,Ptpn11,Slc25a13,none
Sephs1_Ifi27,Sephs1,Ifi27,down
Sec63_Iigp1,Sec63,Iigp1,none
Ppp6c_Cd86,Ppp6c,Cd86,none
Atp6v1e1_Sqstm1,Atp6v1e1,Sqstm1,up
Igbp1_H4c9,Igbp1,H4c9,none
Vps18_Mnt,Vps18,Mnt,none
Urm1_Ctsk,Urm1,Ctsk,none
Rbck1_Ifi27,Rbck1,Ifi27,none
Smg5_Gadd45b,Smg5,Gadd45b,up
Pik3r4_Ctsl,Pik3r4,Ctsl,none
Snrnp70_Ccl7,Snrnp70,Ccl7,up
Slc33a1_Slc48a1,Slc33a1,Slc48a1,none
Kars_H2-T22,Kars,H2-T22,none
Junb_Ralgapa2,Junb,Ralgapa2,none
Strap_BC005537,Strap,BC005537,none
Rb1cc1_Brd2,Rb1cc1,Brd2,none
Rbm14_Tlr3,Rbm14,Tlr3,up
Rpp21_Hspa5,Rpp21,Hspa5,none
Nelfa_Kctd12,Nelfa,Kctd12,up
Klf6_Ckb,Klf6,Ckb,none
Sec63_Syngr1,Sec63,Syngr1,none
Rps19_Alox5ap,Rps19,Alox5ap,none
Uvrag_Cd14,Uvrag,Cd14,none
Pten_Ahnak,Pten,Ahnak,none
Mafb_Ifrd1,Mafb,Ifrd1,none
Strap_Ifit2,Strap,Ifit2,up
Snx14_Lztfl1,Snx14,Lztfl1,none
Orc4_Gtf2f1,Orc4,Gtf2f1,none
Rhoa_Pf4,Rhoa,Pf4,down
Rnf40_Brd2,Rnf40,Brd2,up
Rpl35_Traf1,Rpl35,Traf1,none
Cnot2_Ostc,Cnot2,Ostc,none
Stk11_Sqstm1,Stk11,Sqstm1,none
Nelfb_Folr2,Nelfb,Folr2,none
Uvrag_Csf3,Uvrag,Csf3,none
Prpf6_Mgarp,Prpf6,Mgarp,none
Wnk1_Ccng1,Wnk1,Ccng1,none
Atg101_Polr2g,Atg101,Polr2g,up
Nckap1l_Abca1,Nckap1l,Abca1,none
Smc3_Prdx1,Smc3,Prdx1,none
Mnt_Cd36,Mnt,Cd36,none
Tnpo3_Lipa,Tnpo3,Lipa,up
Gspt1_Cyb5r1,Gspt1,Cyb5r1,up
Prpf19_Psma6,Prpf19,Psma6,down
Urm1_Uchl1,Urm1,Uchl1,down
Mnt_Plekha2,Mnt,Plekha2,down
Rpl35_Cmpk2,Rpl35,Cmpk2,up
Vps39_Akr1a1,Vps39,Akr1a1,up
Tbc1d10b_Slamf9,Tbc1d10b,Slamf9,none
Rbm14_Agtrap,Rbm14,Agtrap,down
Cog8_Polr2a,Cog8,Polr2a,none
Chmp5_Gtf2a1,Chmp5,Gtf2a1,none
Cpsf4_Ccdc141,Cpsf4,Ccdc141,up
Ptpa_Il15,Ptpa,Il15,up
Zfp36_Synrg,Zfp36,Synrg,none
Rab7_Adgre5,Rab7,Adgre5,up
Hsp90ab1_Mir22hg,Hsp90ab1,Mir22hg,up
Ube4b_Cxcl2,Ube4b,Cxcl2,down
Pdcd10_Flrt3,Pdcd10,Flrt3,up
Rbbp6_Sec11c,Rbbp6,Sec11c,up
Vps39_Ctsl,Vps39,Ctsl,none
Tnpo3_Ckb,Tnpo3,Ckb,none
Rtf1_Iigp1,Rtf1,Iigp1,none
Srsf7_Vwa5a,Srsf7,Vwa5a,none
Rb1cc1_Nqo1,Rb1cc1,Nqo1,up
Vps41_Lipa,Vps41,Lipa,up
Eftud2_Csf2rb,Eftud2,Csf2rb,none
Cdc123_Akr1a1,Cdc123,Akr1a1,none
Pdcd10_Ccrl2,Pdcd10,Ccrl2,up
Urm1_Ms4a4c,Urm1,Ms4a4c,none
Snrnp27_S100a6,Snrnp27,S100a6,up
Meaf6_H2aj,Meaf6,H2aj,none
Pafah1b1_Odc1,Pafah1b1,Odc1,none
Rpl35_Clec4n,Rpl35,Clec4n,none
Ikbkb_Tnfaip2,Ikbkb,Tnfaip2,down
Hyou1_Saa3,Hyou1,Saa3,none
Ctdspl2_Gadd45b,Ctdspl2,Gadd45b,none
Lamtor2_Cd68,Lamtor2,Cd68,up
Wdr3_Bnip3,Wdr3,Bnip3,none
Rtf1_Odc1,Rtf1,Odc1,up
Snapc3_Cpe,Snapc3,Cpe,none
Ptpn2_Armcx6,Ptpn2,Armcx6,up
Eftud2_Lmna,Eftud2,Lmna,up
Sart3_H3f3b,Sart3,H3f3b,none
Rpn2_Gde1,Rpn2,Gde1,none
Sptssa_Sephs2,Sptssa,Sephs2,down
Mapk14_Syngr1,Mapk14,Syngr1,none
Ikbkb_Ccl9,Ikbkb,Ccl9,none
Il10ra_Alox5ap,Il10ra,Alox5ap,none
Dpy30_Reep3,Dpy30,Reep3,up
Il10ra_Ifitm2,Il10ra,Ifitm2,down
Psmd4_Bpnt2,Psmd4,Bpnt2,up
Fermt3_Rell2,Fermt3,Rell2,none
Rpl35_Ptpn12,Rpl35,Ptpn12,none
Wdr5_Stap1,Wdr5,Stap1,none
Chmp5_Ccrl2,Chmp5,Ccrl2,up
Oxsr1_Sqstm1,Oxsr1,Sqstm1,none
Ddx5_Dcxr,Ddx5,Dcxr,up
Mcm4_Lrrc25,Mcm4,Lrrc25,none
Nfyc_Hsp90b1,Nfyc,Hsp90b1,down
Dpm3_Smim36,Dpm3,Smim36,none
Mau2_Gm15472,Mau2,Gm15472,none
Kars_Gbp2,Kars,Gbp2,up
Psmd4_Mllt11,Psmd4,Mllt11,up
Derl2_Hsp90b1,Derl2,Hsp90b1,up
Cmtr1_Lrrc25,Cmtr1,Lrrc25,none
Pik3r4_Lmo4,Pik3r4,Lmo4,none
Ddx6_Csf3,Ddx6,Csf3,none
Rpl10_Cmpk2,Rpl10,Cmpk2,up
Stk11_Clec4e,Stk11,Clec4e,none
Runx1_Nedd4,Runx1,Nedd4,up
Nelfb_Brd2,Nelfb,Brd2,up
Gpn2_Cd72,Gpn2,Cd72,none
Polr1f_Pak1,Polr1f,Pak1,none
Usp39_Snhg3,Usp39,Snhg3,up
Trappc8_Cd69,Trappc8,Cd69,none
Rps19_Adam8,Rps19,Adam8,none
Ctdnep1_Ifitm2,Ctdnep1,Ifitm2,none
Cog3_Zmym4,Cog3,Zmym4,none
Nolc1_Cacna1d,Nolc1,Cacna1d,none
Nckap1l_Adap2,Nckap1l,Adap2,none
Zfp36_Cxcl2,Zfp36,Cxcl2,up
Adnp_Glrx,Adnp,Glrx,down
Hsp90b1_Ms4a6b,Hsp90b1,Ms4a6b,none
Runx1_Ms4a6b,Runx1,Ms4a6b,down
Mta2_Oasl1,Mta2,Oasl1,up
Srsf10_Tbrg1,Srsf10,Tbrg1,none
Hsp90b1_Ccnd1,Hsp90b1,Ccnd1,up
Junb_Ebi3,Junb,Ebi3,down
Rcl1_Uchl1,Rcl1,Uchl1,down
Nrbf2_Cd36,Nrbf2,Cd36,up
Sel1l_Hspa5,Sel1l,Hspa5,up
Ddx5_Serpine1,Ddx5,Serpine1,up
Mta2_S100a10,Mta2,S100a10,up
