id,pert,gene,label
Usp9x_Ccrl2,Usp9x,Ccrl2,up
Chmp3_Procr,Chmp3,Procr,none
Sbno2_Gusb,Sbno2,Gusb,none
Dnajc8_Ctsh,Dnajc8,Ctsh,none
Adnp_Uchl1,Adnp,Uchl1,down
Ogdh_Pgk1,Ogdh,Pgk1,up
Fli1_Ebi3,Fli1,Ebi3,down
Cct5_Fcgr2b,Cct5,Fcgr2b,down
Pfdn6_Saa3,Pfdn6,Saa3,down
Rtf1_Hivep2,Rtf1,Hivep2,up
Ppp6c_Prdx5,Ppp6c,Prdx5,down
Mapk14_Blvrb,Mapk14,Blvrb,down
Tbk1_Polr2g,Tbk1,Polr2g,down
Vps41_Sqstm1,Vps41,Sqstm1,up
Rngtt_Manf,Rngtt,Manf,none
Gspt1_Ifit2,Gspt1,Ifit2,none
Pfdn6_Cep295,Pfdn6,Cep295,none
Spout1_Rbm28,Spout1,Rbm28,none
Srsf10_Glrx,Srsf10,Glrx,down
Pdcd10_Il7r,Pdcd10,Il7r,none
Sptssa_Rgs16,Sptssa,Rgs16,up
Gins3_Dock10,Gins3,Dock10,none
Gspt1_Brd2,Gspt1,Brd2,none
Bag6_Cpe,Bag6,Cpe,up
Zbtb17_Fcgr2b,Zbtb17,Fcgr2b,none
Dido1_Pmp22,Dido1,Pmp22,none
Mtor_Alox5ap,Mtor,Alox5ap,down
Chmp6_Ifit2,Chmp6,Ifit2,up
Rps26_Gpr84,Rps26,Gpr84,down
Axin1_Pdcd1lg2,Axin1,Pdcd1lg2,none
Kras_Ccrl2,Kras,Ccrl2,up
Wdr61_Fcgr2b,Wdr61,Fcgr2b,down
Dync1h1_Gpnmb,Dync1h1,Gpnmb,up
Taf5l_Pgk1,Taf5l,Pgk1,down
Rbm14_Slamf9,Rbm14,Slamf9,none
Dph3_Psma6,Dph3,Psma6,none
Cog5_Polr2g,Cog5,Polr2g,down
Ube2h_Maf,Ube2h,Maf,down
Tbc1d10b_Il7r,Tbc1d10b,Il7r,up
Dr1_Il1rn,Dr1,Il1rn,up
Fbxo11_Cd9,Fbxo11,Cd9,down
Slc33a1_Tram1,Slc33a1,Tram1,up
Vps72_Ifitm2,Vps72,Ifitm2,none
Il10rb_Tax1bp1,Il10rb,Tax1bp1,down
Mbtps2_Srebf2,Mbtps2,Srebf2,down
Mapk14_Noct,Mapk14,Noct,none
Rpn1_Dnajc3,Rpn1,Dnajc3,up
Msto1_Tuba1c,Msto1,Tuba1c,up
Smarcd2_Clec4a1,Smarcd2,Clec4a1,up
Sptlc1_Prnp,Sptlc1,Prnp,up
Myd88_Il1b,Myd88,Il1b,down
Arid1a_Lmna,Arid1a,Lmna,none
Slc33a1_Nucb2,Slc33a1,Nucb2,up
